Energy (eV),Wavelength (nm),e1,e2,n,k
1.368614,906.026245,9.096244,0,3.015998,0
1.36625,907.593933,9.091113,0,3.015147,0
1.363894,909.161438,9.08602,0,3.014303,0
1.361547,910.728821,9.080966,0,3.013464,0
1.359208,912.296021,9.075949,0,3.012632,0
1.356877,913.863098,9.070969,0,3.011805,0
1.354555,915.429993,9.066026,0,3.010984,0
1.35224,916.996765,9.061119,0,3.010169,0
1.349934,918.563354,9.056248,0,3.00936,0
1.347636,920.129883,9.051413,0,3.008557,0
1.345345,921.696289,9.046612,0,3.007759,0
1.343063,923.26239,9.041846,0,3.006966,0
1.340789,924.828491,9.037114,0,3.006179,0
1.338523,926.394409,9.032416,0,3.005398,0
1.336264,927.960144,9.027753,0,3.004622,0
1.334014,929.525757,9.023123,0,3.003851,0
1.331771,931.091187,9.018525,0,3.003086,0
1.329535,932.656555,9.01396,0,3.002326,0
1.327308,934.22168,9.009426,0,3.001571,0
1.325088,935.786621,9.004926,0,3.000821,0
1.322876,937.35144,9.000456,0,3.000076,0
1.320672,938.916199,8.996017,0,2.999336,0
1.318475,940.480774,8.991611,0,2.998601,0
1.316285,942.045105,8.987234,0,2.997872,0
1.314103,943.609375,8.982887,0,2.997147,0
1.311928,945.173523,8.978571,0,2.996426,0
1.309761,946.737427,8.974284,0,2.995711,0
1.307601,948.301147,8.970026,0,2.995,0
1.305449,949.864868,8.965797,0,2.994294,0
1.303304,951.428345,8.961598,0,2.993593,0
1.301166,952.991577,8.957427,0,2.992896,0
1.299035,954.55481,8.953284,0,2.992204,0
1.296911,956.117798,8.949169,0,2.991516,0
1.294795,957.680664,8.945082,0,2.990833,0
1.292686,959.243347,8.941022,0,2.990154,0
1.290583,960.805969,8.936989,0,2.98948,0
1.288488,962.368286,8.932983,0,2.98881,0
1.2864,963.930542,8.929004,0,2.988144,0
1.284319,965.492554,8.925051,0,2.987482,0
1.282244,967.054504,8.921124,0,2.986825,0
1.280177,968.616211,8.917222,0,2.986172,0
1.278116,970.177856,8.913347,0,2.985523,0
1.276062,971.739258,8.909496,0,2.984878,0
1.274016,973.300476,8.905672,0,2.984237,0
1.271975,974.861633,8.901872,0,2.9836,0
1.269942,976.422546,8.898096,0,2.982968,0
1.267915,977.983398,8.894344,0,2.982339,0
1.265895,979.544067,8.890617,0,2.981714,0
