Energy (eV),Wavelength (nm),e1,e2,n,k
3.8797,319.612305,15.355289,34.127953,5.13705,3.321746
3.860462,321.205109,15.685374,33.794914,5.145044,3.28422
3.841413,322.797913,16.010118,33.492336,5.154239,3.249009
3.822551,324.390686,16.330681,33.216953,5.164541,3.215867
3.803873,325.983521,16.64786,32.966541,5.17588,3.184632
3.785377,327.576355,16.962212,32.739613,5.188205,3.155196
3.76706,329.169189,17.274261,32.535286,5.20149,3.127497
3.748919,330.762024,17.584558,32.353256,5.215735,3.101505
3.730952,332.354858,17.893793,32.194393,5.231001,3.077269
3.713156,333.947693,18.20299,32.059685,5.247377,3.054829
3.695529,335.540558,18.513445,31.949465,5.264944,3.03417
3.678069,337.133392,18.826729,31.865103,5.283841,3.015335
3.660773,338.726257,19.144978,31.808987,5.304291,2.99842
3.643639,340.319092,19.471264,31.784721,5.326627,2.983569
3.626665,341.911957,19.808128,31.792673,5.351008,2.970718
3.609848,343.504822,20.158726,31.835272,5.37772,2.959923
3.593186,345.097687,20.529297,31.920555,5.407474,2.951522
3.576677,346.690552,20.923014,32.049274,5.440468,2.945451
3.560319,348.283386,21.345533,32.227303,5.477263,2.941917
3.54411,349.876282,21.811138,32.471241,5.519408,2.941551
3.528048,351.469147,22.329439,32.785263,5.567608,2.944286
3.512131,353.061981,22.928669,33.189182,5.624402,2.950463
3.496357,354.654846,23.651352,33.696678,5.692976,2.959496
3.480724,356.247742,24.544558,34.305382,5.776082,2.969607
3.46523,357.840576,25.722589,35.003727,5.880527,2.976241
3.449874,359.433411,27.228788,35.71965,6.005962,2.973683
3.434653,361.026306,29.223831,36.307114,6.157561,2.948173
3.419566,362.619141,31.643,36.608551,6.325808,2.893587
3.404611,364.211975,34.480728,36.31884,6.502325,2.792758
3.389786,365.80484,37.477657,35.36924,6.671198,2.650891
3.375089,367.397675,40.33691,33.540783,6.811641,2.462019
3.36052,368.990509,42.806152,31.073515,6.917428,2.246031
3.346076,370.583313,44.565804,28.077309,6.972762,2.013356
3.331756,372.176147,45.640396,24.890774,6.986662,1.781307
3.317557,373.768982,46.006126,21.752674,6.960447,1.562592
3.303479,375.361786,45.811058,18.838346,6.9045,1.364208
3.289521,376.95459,45.228004,16.222153,6.829248,1.187697
3.27568,378.547394,44.347191,13.982059,6.739672,1.037295
3.261955,380.140198,43.318581,12.046135,6.643827,0.906566
3.248344,381.732971,42.202919,10.413607,6.544908,0.79555
3.234847,383.325745,41.05489,9.051121,6.445761,0.702099
3.221461,384.918518,39.911594,7.898895,6.348122,0.622144
3.208186,386.511261,38.79863,6.946789,6.253569,0.555426
3.19502,388.104004,37.732307,6.160009,6.16296,0.499761
3.181961,389.696747,36.718349,5.501206,6.076451,0.452666
3.169009,391.28949,35.765648,4.956288,5.994709,0.413388
3.156162,392.882202,34.880196,4.509558,5.918222,0.380989
3.143419,394.474915,34.054569,4.133618,5.846328,0.353523
3.130779,396.067596,33.287079,3.815594,5.778933,0.33013
3.11824,397.660278,32.581036,3.548731,5.716413,0.310398
3.1058,399.25296,31.928253,3.319155,5.658116,0.293309
3.09346,400.845612,31.32181,3.117336,5.603498,0.27816
3.081218,402.438232,30.757399,2.937414,5.55224,0.264525
3.069072,404.030884,30.232882,2.775647,5.504221,0.252138
3.057022,405.623474,29.744001,2.628234,5.459116,0.24072
3.045066,407.216095,29.28401,2.491431,5.416356,0.229991
3.033204,408.808655,28.849649,2.36353,5.375684,0.219835
